image1,image2,mos1,mos2,worst1,best1,worst2,best2
redandblack_36.ply,redandblack_39.ply,8.525,3.125,6.5,10.0,2.0,8.0
redandblack_36.ply,redandblack_40.ply,8.525,1.876923077,6.5,10.0,1.5,7.0
redandblack_36.ply,redandblack_41.ply,8.525,1.691666667,6.5,10.0,1.0,5.0
redandblack_37.ply,redandblack_38.ply,6.063461538,5.96875,5.5,9.0,4.0,8.5
redandblack_37.ply,redandblack_39.ply,6.063461538,3.125,5.5,9.0,2.0,8.0
redandblack_37.ply,redandblack_40.ply,6.063461538,1.876923077,5.5,9.0,1.5,7.0
redandblack_37.ply,redandblack_41.ply,6.063461538,1.691666667,5.5,9.0,1.0,5.0
redandblack_38.ply,redandblack_39.ply,5.96875,3.125,4.0,8.5,2.0,8.0
redandblack_38.ply,redandblack_40.ply,5.96875,1.876923077,4.0,8.5,1.5,7.0
redandblack_38.ply,redandblack_41.ply,5.96875,1.691666667,4.0,8.5,1.0,5.0
redandblack_39.ply,redandblack_40.ply,3.125,1.876923077,2.0,8.0,1.5,7.0
redandblack_39.ply,redandblack_41.ply,3.125,1.691666667,2.0,8.0,1.0,5.0
redandblack_40.ply,redandblack_41.ply,1.876923077,1.691666667,1.5,7.0,1.0,5.0
ULB Unicorn_0.ply,ULB Unicorn_1.ply,8.220663265,7.405769231,6.5,10.0,5.5,9.0
ULB Unicorn_0.ply,ULB Unicorn_2.ply,8.220663265,6.975,6.5,10.0,4.0,8.5
ULB Unicorn_0.ply,ULB Unicorn_3.ply,8.220663265,6.1015625,6.5,10.0,2.0,8.0
ULB Unicorn_0.ply,ULB Unicorn_4.ply,8.220663265,4.963461538,6.5,10.0,1.5,7.0
ULB Unicorn_0.ply,ULB Unicorn_5.ply,8.220663265,2.380102041,6.5,10.0,1.0,5.0
ULB Unicorn_1.ply,ULB Unicorn_2.ply,7.405769231,6.975,5.5,9.0,4.0,8.5
ULB Unicorn_1.ply,ULB Unicorn_3.ply,7.405769231,6.1015625,5.5,9.0,2.0,8.0
ULB Unicorn_1.ply,ULB Unicorn_4.ply,7.405769231,4.963461538,5.5,9.0,1.5,7.0
ULB Unicorn_1.ply,ULB Unicorn_5.ply,7.405769231,2.380102041,5.5,9.0,1.0,5.0
ULB Unicorn_2.ply,ULB Unicorn_3.ply,6.975,6.1015625,4.0,8.5,2.0,8.0
ULB Unicorn_2.ply,ULB Unicorn_4.ply,6.975,4.963461538,4.0,8.5,1.5,7.0
ULB Unicorn_2.ply,ULB Unicorn_5.ply,6.975,2.380102041,4.0,8.5,1.0,5.0
ULB Unicorn_3.ply,ULB Unicorn_4.ply,6.1015625,4.963461538,2.0,8.0,1.5,7.0
ULB Unicorn_3.ply,ULB Unicorn_5.ply,6.1015625,2.380102041,2.0,8.0,1.0,5.0
ULB Unicorn_4.ply,ULB Unicorn_5.ply,4.963461538,2.380102041,1.5,7.0,1.0,5.0
ULB Unicorn_6.ply,ULB Unicorn_7.ply,7.688461538,8.3671875,6.5,10.0,5.5,9.0
ULB Unicorn_6.ply,ULB Unicorn_8.ply,7.688461538,6.553571429,6.5,10.0,4.0,8.5
ULB Unicorn_6.ply,ULB Unicorn_9.ply,7.688461538,6.880769231,6.5,10.0,2.0,8.0
ULB Unicorn_6.ply,ULB Unicorn_10.ply,7.688461538,6.348076923,6.5,10.0,1.5,7.0
ULB Unicorn_6.ply,ULB Unicorn_11.ply,7.688461538,5.9453125,6.5,10.0,1.0,5.0
ULB Unicorn_7.ply,ULB Unicorn_8.ply,8.3671875,6.553571429,5.5,9.0,4.0,8.5
ULB Unicorn_7.ply,ULB Unicorn_9.ply,8.3671875,6.880769231,5.5,9.0,2.0,8.0
ULB Unicorn_7.ply,ULB Unicorn_10.ply,8.3671875,6.348076923,5.5,9.0,1.5,7.0
ULB Unicorn_7.ply,ULB Unicorn_11.ply,8.3671875,5.9453125,5.5,9.0,1.0,5.0
ULB Unicorn_8.ply,ULB Unicorn_9.ply,6.553571429,6.880769231,4.0,8.5,2.0,8.0
ULB Unicorn_8.ply,ULB Unicorn_10.ply,6.553571429,6.348076923,4.0,8.5,1.5,7.0
ULB Unicorn_8.ply,ULB Unicorn_11.ply,6.553571429,5.9453125,4.0,8.5,1.0,5.0
ULB Unicorn_9.ply,ULB Unicorn_10.ply,6.880769231,6.348076923,2.0,8.0,1.5,7.0
ULB Unicorn_9.ply,ULB Unicorn_11.ply,6.880769231,5.9453125,2.0,8.0,1.0,5.0
ULB Unicorn_10.ply,ULB Unicorn_11.ply,6.348076923,5.9453125,1.5,7.0,1.0,5.0
ULB Unicorn_12.ply,ULB Unicorn_13.ply,7.352040816,5.857692308,6.5,10.0,5.5,9.0
ULB Unicorn_12.ply,ULB Unicorn_14.ply,7.352040816,6.226923077,6.5,10.0,4.0,8.5
ULB Unicorn_12.ply,ULB Unicorn_15.ply,7.352040816,5.525510204,6.5,10.0,2.0,8.0
ULB Unicorn_12.ply,ULB Unicorn_16.ply,7.352040816,3.5859375,6.5,10.0,1.5,7.0
ULB Unicorn_12.ply,ULB Unicorn_17.ply,7.352040816,1.848076923,6.5,10.0,1.0,5.0
ULB Unicorn_13.ply,ULB Unicorn_14.ply,5.857692308,6.226923077,5.5,9.0,4.0,8.5
ULB Unicorn_13.ply,ULB Unicorn_15.ply,5.857692308,5.525510204,5.5,9.0,2.0,8.0
ULB Unicorn_13.ply,ULB Unicorn_16.ply,5.857692308,3.5859375,5.5,9.0,1.5,7.0
ULB Unicorn_13.ply,ULB Unicorn_17.ply,5.857692308,1.848076923,5.5,9.0,1.0,5.0
ULB Unicorn_14.ply,ULB Unicorn_15.ply,6.226923077,5.525510204,4.0,8.5,2.0,8.0
ULB Unicorn_14.ply,ULB Unicorn_16.ply,6.226923077,3.5859375,4.0,8.5,1.5,7.0
ULB Unicorn_14.ply,ULB Unicorn_17.ply,6.226923077,1.848076923,4.0,8.5,1.0,5.0
ULB Unicorn_15.ply,ULB Unicorn_16.ply,5.525510204,3.5859375,2.0,8.0,1.5,7.0
ULB Unicorn_15.ply,ULB Unicorn_17.ply,5.525510204,1.848076923,2.0,8.0,1.0,5.0
ULB Unicorn_16.ply,ULB Unicorn_17.ply,3.5859375,1.848076923,1.5,7.0,1.0,5.0
ULB Unicorn_18.ply,ULB Unicorn_19.ply,6.841666667,6.5703125,6.5,10.0,5.5,9.0
ULB Unicorn_18.ply,ULB Unicorn_20.ply,6.841666667,5.141666667,6.5,10.0,4.0,8.5
ULB Unicorn_18.ply,ULB Unicorn_21.ply,6.841666667,4.234375,6.5,10.0,2.0,8.0
ULB Unicorn_18.ply,ULB Unicorn_22.ply,6.841666667,3.455769231,6.5,10.0,1.5,7.0
ULB Unicorn_18.ply,ULB Unicorn_23.ply,6.841666667,1.37755102,6.5,10.0,1.0,5.0
ULB Unicorn_19.ply,ULB Unicorn_20.ply,6.5703125,5.141666667,5.5,9.0,4.0,8.5
ULB Unicorn_19.ply,ULB Unicorn_21.ply,6.5703125,4.234375,5.5,9.0,2.0,8.0
ULB Unicorn_19.ply,ULB Unicorn_22.ply,6.5703125,3.455769231,5.5,9.0,1.5,7.0
ULB Unicorn_19.ply,ULB Unicorn_23.ply,6.5703125,1.37755102,5.5,9.0,1.0,5.0
ULB Unicorn_20.ply,ULB Unicorn_21.ply,5.141666667,4.234375,4.0,8.5,2.0,8.0
ULB Unicorn_20.ply,ULB Unicorn_22.ply,5.141666667,3.455769231,4.0,8.5,1.5,7.0
ULB Unicorn_20.ply,ULB Unicorn_23.ply,5.141666667,1.37755102,4.0,8.5,1.0,5.0
ULB Unicorn_21.ply,ULB Unicorn_22.ply,4.234375,3.455769231,2.0,8.0,1.5,7.0
ULB Unicorn_21.ply,ULB Unicorn_23.ply,4.234375,1.37755102,2.0,8.0,1.0,5.0
ULB Unicorn_22.ply,ULB Unicorn_23.ply,3.455769231,1.37755102,1.5,7.0,1.0,5.0
ULB Unicorn_24.ply,ULB Unicorn_25.ply,7.2,5.9296875,6.5,10.0,5.5,9.0
ULB Unicorn_24.ply,ULB Unicorn_26.ply,7.2,4.6328125,6.5,10.0,4.0,8.5
ULB Unicorn_24.ply,ULB Unicorn_27.ply,7.2,2.067602041,6.5,10.0,2.0,8.0
ULB Unicorn_24.ply,ULB Unicorn_28.ply,7.2,1.5,6.5,10.0,1.5,7.0
ULB Unicorn_24.ply,ULB Unicorn_29.ply,7.2,1.223076923,6.5,10.0,1.0,5.0
ULB Unicorn_25.ply,ULB Unicorn_26.ply,5.9296875,4.6328125,5.5,9.0,4.0,8.5
ULB Unicorn_25.ply,ULB Unicorn_27.ply,5.9296875,2.067602041,5.5,9.0,2.0,8.0
ULB Unicorn_25.ply,ULB Unicorn_28.ply,5.9296875,1.5,5.5,9.0,1.5,7.0
ULB Unicorn_25.ply,ULB Unicorn_29.ply,5.9296875,1.223076923,5.5,9.0,1.0,5.0
ULB Unicorn_26.ply,ULB Unicorn_27.ply,4.6328125,2.067602041,4.0,8.5,2.0,8.0
ULB Unicorn_26.ply,ULB Unicorn_28.ply,4.6328125,1.5,4.0,8.5,1.5,7.0
ULB Unicorn_26.ply,ULB Unicorn_29.ply,4.6328125,1.223076923,4.0,8.5,1.0,5.0
ULB Unicorn_27.ply,ULB Unicorn_28.ply,2.067602041,1.5,2.0,8.0,1.5,7.0
ULB Unicorn_27.ply,ULB Unicorn_29.ply,2.067602041,1.223076923,2.0,8.0,1.0,5.0
ULB Unicorn_28.ply,ULB Unicorn_29.ply,1.5,1.223076923,1.5,7.0,1.0,5.0
ULB Unicorn_30.ply,ULB Unicorn_31.ply,7.767857143,7.155612245,6.5,10.0,5.5,9.0
ULB Unicorn_30.ply,ULB Unicorn_32.ply,7.767857143,4.590561224,6.5,10.0,4.0,8.5
ULB Unicorn_30.ply,ULB Unicorn_33.ply,7.767857143,2.609375,6.5,10.0,2.0,8.0
ULB Unicorn_30.ply,ULB Unicorn_34.ply,7.767857143,1.857692308,6.5,10.0,1.5,7.0
ULB Unicorn_30.ply,ULB Unicorn_35.ply,7.767857143,1.3,6.5,10.0,1.0,5.0
ULB Unicorn_31.ply,ULB Unicorn_32.ply,7.155612245,4.590561224,5.5,9.0,4.0,8.5
ULB Unicorn_31.ply,ULB Unicorn_33.ply,7.155612245,2.609375,5.5,9.0,2.0,8.0
ULB Unicorn_31.ply,ULB Unicorn_34.ply,7.155612245,1.857692308,5.5,9.0,1.5,7.0
ULB Unicorn_31.ply,ULB Unicorn_35.ply,7.155612245,1.3,5.5,9.0,1.0,5.0
ULB Unicorn_32.ply,ULB Unicorn_33.ply,4.590561224,2.609375,4.0,8.5,2.0,8.0
ULB Unicorn_32.ply,ULB Unicorn_34.ply,4.590561224,1.857692308,4.0,8.5,1.5,7.0
ULB Unicorn_32.ply,ULB Unicorn_35.ply,4.590561224,1.3,4.0,8.5,1.0,5.0
ULB Unicorn_33.ply,ULB Unicorn_34.ply,2.609375,1.857692308,2.0,8.0,1.5,7.0
ULB Unicorn_33.ply,ULB Unicorn_35.ply,2.609375,1.3,2.0,8.0,1.0,5.0
ULB Unicorn_34.ply,ULB Unicorn_35.ply,1.857692308,1.3,1.5,7.0,1.0,5.0
ULB Unicorn_36.ply,ULB Unicorn_37.ply,8.375,7.066326531,6.5,10.0,5.5,9.0
ULB Unicorn_36.ply,ULB Unicorn_38.ply,8.375,5.15,6.5,10.0,4.0,8.5
ULB Unicorn_36.ply,ULB Unicorn_39.ply,8.375,3.103316327,6.5,10.0,2.0,8.0
ULB Unicorn_36.ply,ULB Unicorn_40.ply,8.375,2.2,6.5,10.0,1.5,7.0
ULB Unicorn_36.ply,ULB Unicorn_41.ply,8.375,1.306122449,6.5,10.0,1.0,5.0
ULB Unicorn_37.ply,ULB Unicorn_38.ply,7.066326531,5.15,5.5,9.0,4.0,8.5
ULB Unicorn_37.ply,ULB Unicorn_39.ply,7.066326531,3.103316327,5.5,9.0,2.0,8.0
ULB Unicorn_37.ply,ULB Unicorn_40.ply,7.066326531,2.2,5.5,9.0,1.5,7.0
ULB Unicorn_37.ply,ULB Unicorn_41.ply,7.066326531,1.306122449,5.5,9.0,1.0,5.0
ULB Unicorn_38.ply,ULB Unicorn_39.ply,5.15,3.103316327,4.0,8.5,2.0,8.0
ULB Unicorn_38.ply,ULB Unicorn_40.ply,5.15,2.2,4.0,8.5,1.5,7.0
ULB Unicorn_38.ply,ULB Unicorn_41.ply,5.15,1.306122449,4.0,8.5,1.0,5.0
ULB Unicorn_39.ply,ULB Unicorn_40.ply,3.103316327,2.2,2.0,8.0,1.5,7.0
ULB Unicorn_39.ply,ULB Unicorn_41.ply,3.103316327,1.306122449,2.0,8.0,1.0,5.0
ULB Unicorn_40.ply,ULB Unicorn_41.ply,2.2,1.306122449,1.5,7.0,1.0,5.0
soldier_0.ply,soldier_1.ply,8.3203125,5.783333333,6.5,10.0,5.5,9.0
soldier_0.ply,soldier_2.ply,8.3203125,5.832692308,6.5,10.0,4.0,8.5
soldier_0.ply,soldier_3.ply,8.3203125,6.175,6.5,10.0,2.0,8.0
soldier_0.ply,soldier_4.ply,8.3203125,5.083333333,6.5,10.0,1.5,7.0
soldier_0.ply,soldier_5.ply,8.3203125,3.835459184,6.5,10.0,1.0,5.0
soldier_1.ply,soldier_2.ply,5.783333333,5.832692308,5.5,9.0,4.0,8.5
soldier_1.ply,soldier_3.ply,5.783333333,6.175,5.5,9.0,2.0,8.0
soldier_1.ply,soldier_4.ply,5.783333333,5.083333333,5.5,9.0,1.5,7.0
soldier_1.ply,soldier_5.ply,5.783333333,3.835459184,5.5,9.0,1.0,5.0
soldier_2.ply,soldier_3.ply,5.832692308,6.175,4.0,8.5,2.0,8.0
soldier_2.ply,soldier_4.ply,5.832692308,5.083333333,4.0,8.5,1.5,7.0
soldier_2.ply,soldier_5.ply,5.832692308,3.835459184,4.0,8.5,1.0,5.0
soldier_3.ply,soldier_4.ply,6.175,5.083333333,2.0,8.0,1.5,7.0
soldier_3.ply,soldier_5.ply,6.175,3.835459184,2.0,8.0,1.0,5.0
soldier_4.ply,soldier_5.ply,5.083333333,3.835459184,1.5,7.0,1.0,5.0
soldier_6.ply,soldier_7.ply,9.583333333,6.950255102,6.5,10.0,5.5,9.0
soldier_6.ply,soldier_8.ply,9.583333333,5.813461538,6.5,10.0,4.0,8.5
soldier_6.ply,soldier_9.ply,9.583333333,6.069230769,6.5,10.0,2.0,8.0
soldier_6.ply,soldier_10.ply,9.583333333,4.516666667,6.5,10.0,1.5,7.0
soldier_6.ply,soldier_11.ply,9.583333333,3.909438776,6.5,10.0,1.0,5.0
soldier_7.ply,soldier_8.ply,6.950255102,5.813461538,5.5,9.0,4.0,8.5
soldier_7.ply,soldier_9.ply,6.950255102,6.069230769,5.5,9.0,2.0,8.0
soldier_7.ply,soldier_10.ply,6.950255102,4.516666667,5.5,9.0,1.5,7.0
soldier_7.ply,soldier_11.ply,6.950255102,3.909438776,5.5,9.0,1.0,5.0
soldier_8.ply,soldier_9.ply,5.813461538,6.069230769,4.0,8.5,2.0,8.0
soldier_8.ply,soldier_10.ply,5.813461538,4.516666667,4.0,8.5,1.5,7.0
soldier_8.ply,soldier_11.ply,5.813461538,3.909438776,4.0,8.5,1.0,5.0
soldier_9.ply,soldier_10.ply,6.069230769,4.516666667,2.0,8.0,1.5,7.0
soldier_9.ply,soldier_11.ply,6.069230769,3.909438776,2.0,8.0,1.0,5.0
soldier_10.ply,soldier_11.ply,4.516666667,3.909438776,1.5,7.0,1.0,5.0
soldier_12.ply,soldier_13.ply,7.615384615,8.5234375,6.5,10.0,5.5,9.0
soldier_12.ply,soldier_14.ply,7.615384615,7.68877551,6.5,10.0,4.0,8.5
soldier_12.ply,soldier_15.ply,7.615384615,5.623076923,6.5,10.0,2.0,8.0
soldier_12.ply,soldier_16.ply,7.615384615,4.1171875,6.5,10.0,1.5,7.0
soldier_12.ply,soldier_17.ply,7.615384615,1.934615385,6.5,10.0,1.0,5.0
soldier_13.ply,soldier_14.ply,8.5234375,7.68877551,5.5,9.0,4.0,8.5
soldier_13.ply,soldier_15.ply,8.5234375,5.623076923,5.5,9.0,2.0,8.0
soldier_13.ply,soldier_16.ply,8.5234375,4.1171875,5.5,9.0,1.5,7.0
soldier_13.ply,soldier_17.ply,8.5234375,1.934615385,5.5,9.0,1.0,5.0
soldier_14.ply,soldier_15.ply,7.68877551,5.623076923,4.0,8.5,2.0,8.0
soldier_14.ply,soldier_16.ply,7.68877551,4.1171875,4.0,8.5,1.5,7.0
soldier_14.ply,soldier_17.ply,7.68877551,1.934615385,4.0,8.5,1.0,5.0
soldier_15.ply,soldier_16.ply,5.623076923,4.1171875,2.0,8.0,1.5,7.0
soldier_15.ply,soldier_17.ply,5.623076923,1.934615385,2.0,8.0,1.0,5.0
soldier_16.ply,soldier_17.ply,4.1171875,1.934615385,1.5,7.0,1.0,5.0
soldier_18.ply,soldier_19.ply,9.178571429,8.1328125,6.5,10.0,5.5,9.0
soldier_18.ply,soldier_20.ply,9.178571429,5.765625,6.5,10.0,4.0,8.5
soldier_18.ply,soldier_21.ply,9.178571429,4.463461538,6.5,10.0,2.0,8.0
soldier_18.ply,soldier_22.ply,9.178571429,3.1640625,6.5,10.0,1.5,7.0
soldier_18.ply,soldier_23.ply,9.178571429,1.491666667,6.5,10.0,1.0,5.0
soldier_19.ply,soldier_20.ply,8.1328125,5.765625,5.5,9.0,4.0,8.5
soldier_19.ply,soldier_21.ply,8.1328125,4.463461538,5.5,9.0,2.0,8.0
soldier_19.ply,soldier_22.ply,8.1328125,3.1640625,5.5,9.0,1.5,7.0
soldier_19.ply,soldier_23.ply,8.1328125,1.491666667,5.5,9.0,1.0,5.0
soldier_20.ply,soldier_21.ply,5.765625,4.463461538,4.0,8.5,2.0,8.0
soldier_20.ply,soldier_22.ply,5.765625,3.1640625,4.0,8.5,1.5,7.0
soldier_20.ply,soldier_23.ply,5.765625,1.491666667,4.0,8.5,1.0,5.0
soldier_21.ply,soldier_22.ply,4.463461538,3.1640625,2.0,8.0,1.5,7.0
soldier_21.ply,soldier_23.ply,4.463461538,1.491666667,2.0,8.0,1.0,5.0
soldier_22.ply,soldier_23.ply,3.1640625,1.491666667,1.5,7.0,1.0,5.0
soldier_24.ply,soldier_25.ply,7.816666667,5.833333333,6.5,10.0,5.5,9.0
soldier_24.ply,soldier_26.ply,7.816666667,4.5546875,6.5,10.0,4.0,8.5
soldier_24.ply,soldier_27.ply,7.816666667,1.7265625,6.5,10.0,2.0,8.0
soldier_24.ply,soldier_28.ply,7.816666667,1.781887755,6.5,10.0,1.5,7.0
soldier_24.ply,soldier_29.ply,7.816666667,1.0,6.5,10.0,1.0,5.0
soldier_25.ply,soldier_26.ply,5.833333333,4.5546875,5.5,9.0,4.0,8.5
soldier_25.ply,soldier_27.ply,5.833333333,1.7265625,5.5,9.0,2.0,8.0
soldier_25.ply,soldier_28.ply,5.833333333,1.781887755,5.5,9.0,1.5,7.0
soldier_25.ply,soldier_29.ply,5.833333333,1.0,5.5,9.0,1.0,5.0
soldier_26.ply,soldier_27.ply,4.5546875,1.7265625,4.0,8.5,2.0,8.0
