image1,image2,mos1,mos2,worst1,best1,worst2,best2
Caffe_CorrelatedGaussianNoise_3.ply,Caffe_CorrelatedGaussianNoise_4.ply,3.59375,3.285714286,1.5,5.0,1.0,4.5
Caffe_CorrelatedGaussianNoise_3.ply,Caffe_CorrelatedGaussianNoise_5.ply,3.59375,2.892857143,1.5,5.0,1.0,3.5
Caffe_CorrelatedGaussianNoise_4.ply,Caffe_CorrelatedGaussianNoise_5.ply,3.285714286,2.892857143,1.0,4.5,1.0,3.5
Caffe_GaussianShifting_1.ply,Caffe_GaussianShifting_2.ply,4.46875,3.2,2.5,5.0,2.0,5.0
Caffe_GaussianShifting_1.ply,Caffe_GaussianShifting_3.ply,4.46875,3.133333333,2.5,5.0,1.5,5.0
Caffe_GaussianShifting_1.ply,Caffe_GaussianShifting_4.ply,4.46875,2.392857143,2.5,5.0,1.0,4.5
Caffe_GaussianShifting_1.ply,Caffe_GaussianShifting_5.ply,4.46875,2.25,2.5,5.0,1.0,3.5
Caffe_GaussianShifting_2.ply,Caffe_GaussianShifting_3.ply,3.2,3.133333333,2.0,5.0,1.5,5.0
Caffe_GaussianShifting_2.ply,Caffe_GaussianShifting_4.ply,3.2,2.392857143,2.0,5.0,1.0,4.5
Caffe_GaussianShifting_2.ply,Caffe_GaussianShifting_5.ply,3.2,2.25,2.0,5.0,1.0,3.5
Caffe_GaussianShifting_3.ply,Caffe_GaussianShifting_4.ply,3.133333333,2.392857143,1.5,5.0,1.0,4.5
Caffe_GaussianShifting_3.ply,Caffe_GaussianShifting_5.ply,3.133333333,2.25,1.5,5.0,1.0,3.5
Caffe_GaussianShifting_4.ply,Caffe_GaussianShifting_5.ply,2.392857143,2.25,1.0,4.5,1.0,3.5
Caffe_LumaNoise_1.ply,Caffe_LumaNoise_3.ply,4.071428571,3.107142857,2.5,5.0,2.0,5.0
Caffe_LumaNoise_1.ply,Caffe_LumaNoise_4.ply,4.071428571,2.857142857,2.5,5.0,1.5,5.0
Caffe_LumaNoise_1.ply,Caffe_LumaNoise_5.ply,4.071428571,2.928571429,2.5,5.0,1.0,4.5
Caffe_LumaNoise_1.ply,Caffe_LumaNoise_7.ply,4.071428571,2.571428571,2.5,5.0,1.0,3.5
Caffe_LumaNoise_3.ply,Caffe_LumaNoise_4.ply,3.107142857,2.857142857,2.0,5.0,1.5,5.0
Caffe_LumaNoise_3.ply,Caffe_LumaNoise_5.ply,3.107142857,2.928571429,2.0,5.0,1.0,4.5
Caffe_LumaNoise_3.ply,Caffe_LumaNoise_7.ply,3.107142857,2.571428571,2.0,5.0,1.0,3.5
Caffe_LumaNoise_4.ply,Caffe_LumaNoise_5.ply,2.857142857,2.928571429,1.5,5.0,1.0,4.5
Caffe_LumaNoise_4.ply,Caffe_LumaNoise_7.ply,2.857142857,2.571428571,1.5,5.0,1.0,3.5
Caffe_LumaNoise_5.ply,Caffe_LumaNoise_7.ply,2.928571429,2.571428571,1.0,4.5,1.0,3.5
CardiganWelshCorgi_ColorNoise_3.ply,CardiganWelshCorgi_ColorNoise_4.ply,4.25,3.9,2.5,5.0,2.0,5.0
CardiganWelshCorgi_ColorNoise_3.ply,CardiganWelshCorgi_ColorNoise_5.ply,4.25,3.571428571,2.5,5.0,1.5,5.0
CardiganWelshCorgi_ColorNoise_3.ply,CardiganWelshCorgi_ColorNoise_6.ply,4.25,3.071428571,2.5,5.0,1.0,4.5
CardiganWelshCorgi_ColorNoise_3.ply,CardiganWelshCorgi_ColorNoise_7.ply,4.25,3.0,2.5,5.0,1.0,3.5
CardiganWelshCorgi_ColorNoise_4.ply,CardiganWelshCorgi_ColorNoise_5.ply,3.9,3.571428571,2.0,5.0,1.5,5.0
CardiganWelshCorgi_ColorNoise_4.ply,CardiganWelshCorgi_ColorNoise_6.ply,3.9,3.071428571,2.0,5.0,1.0,4.5
CardiganWelshCorgi_ColorNoise_4.ply,CardiganWelshCorgi_ColorNoise_7.ply,3.9,3.0,2.0,5.0,1.0,3.5
CardiganWelshCorgi_ColorNoise_5.ply,CardiganWelshCorgi_ColorNoise_6.ply,3.571428571,3.071428571,1.5,5.0,1.0,4.5
CardiganWelshCorgi_ColorNoise_5.ply,CardiganWelshCorgi_ColorNoise_7.ply,3.571428571,3.0,1.5,5.0,1.0,3.5
CardiganWelshCorgi_ColorNoise_6.ply,CardiganWelshCorgi_ColorNoise_7.ply,3.071428571,3.0,1.0,4.5,1.0,3.5
Cat_ColorNoise_3.ply,Cat_ColorNoise_4.ply,4.65625,4.035714286,2.5,5.0,2.0,5.0
Cat_ColorNoise_3.ply,Cat_ColorNoise_5.ply,4.65625,3.714285714,2.5,5.0,1.5,5.0
Cat_ColorNoise_3.ply,Cat_ColorNoise_6.ply,4.65625,3.433333333,2.5,5.0,1.0,4.5
Cat_ColorNoise_3.ply,Cat_ColorNoise_7.ply,4.65625,3.25,2.5,5.0,1.0,3.5
Cat_ColorNoise_4.ply,Cat_ColorNoise_5.ply,4.035714286,3.714285714,2.0,5.0,1.5,5.0
Cat_ColorNoise_4.ply,Cat_ColorNoise_6.ply,4.035714286,3.433333333,2.0,5.0,1.0,4.5
Cat_ColorNoise_4.ply,Cat_ColorNoise_7.ply,4.035714286,3.25,2.0,5.0,1.0,3.5
Cat_ColorNoise_5.ply,Cat_ColorNoise_6.ply,3.714285714,3.433333333,1.5,5.0,1.0,4.5
Cat_ColorNoise_5.ply,Cat_ColorNoise_7.ply,3.714285714,3.25,1.5,5.0,1.0,3.5
Cat_ColorNoise_6.ply,Cat_ColorNoise_7.ply,3.433333333,3.25,1.0,4.5,1.0,3.5
Cat_PoissonNoise_3.ply,Cat_PoissonNoise_4.ply,4.366666667,4.3,2.5,5.0,2.0,5.0
Cat_PoissonNoise_3.ply,Cat_PoissonNoise_5.ply,4.366666667,3.464285714,2.5,5.0,1.5,5.0
Cat_PoissonNoise_3.ply,Cat_PoissonNoise_6.ply,4.366666667,3.8125,2.5,5.0,1.0,4.5
Cat_PoissonNoise_3.ply,Cat_PoissonNoise_7.ply,4.366666667,3.321428571,2.5,5.0,1.0,3.5
Cat_PoissonNoise_4.ply,Cat_PoissonNoise_5.ply,4.3,3.464285714,2.0,5.0,1.5,5.0
Cat_PoissonNoise_4.ply,Cat_PoissonNoise_6.ply,4.3,3.8125,2.0,5.0,1.0,4.5
Cat_PoissonNoise_4.ply,Cat_PoissonNoise_7.ply,4.3,3.321428571,2.0,5.0,1.0,3.5
Cat_PoissonNoise_5.ply,Cat_PoissonNoise_6.ply,3.464285714,3.8125,1.5,5.0,1.0,4.5
Cat_PoissonNoise_5.ply,Cat_PoissonNoise_7.ply,3.464285714,3.321428571,1.5,5.0,1.0,3.5
Cat_PoissonNoise_6.ply,Cat_PoissonNoise_7.ply,3.8125,3.321428571,1.0,4.5,1.0,3.5
CatV1_PoissonNoise_3.ply,CatV1_PoissonNoise_4.ply,3.428571429,3.46875,2.5,5.0,2.0,5.0
CatV1_PoissonNoise_3.ply,CatV1_PoissonNoise_5.ply,3.428571429,3.142857143,2.5,5.0,1.5,5.0
CatV1_PoissonNoise_3.ply,CatV1_PoissonNoise_6.ply,3.428571429,2.966666667,2.5,5.0,1.0,4.5
CatV1_PoissonNoise_3.ply,CatV1_PoissonNoise_7.ply,3.428571429,3.34375,2.5,5.0,1.0,3.5
CatV1_PoissonNoise_4.ply,CatV1_PoissonNoise_5.ply,3.46875,3.142857143,2.0,5.0,1.5,5.0
CatV1_PoissonNoise_4.ply,CatV1_PoissonNoise_6.ply,3.46875,2.966666667,2.0,5.0,1.0,4.5
CatV1_PoissonNoise_4.ply,CatV1_PoissonNoise_7.ply,3.46875,3.34375,2.0,5.0,1.0,3.5
CatV1_PoissonNoise_5.ply,CatV1_PoissonNoise_6.ply,3.142857143,2.966666667,1.5,5.0,1.0,4.5
CatV1_PoissonNoise_5.ply,CatV1_PoissonNoise_7.ply,3.142857143,3.34375,1.5,5.0,1.0,3.5
CatV1_PoissonNoise_6.ply,CatV1_PoissonNoise_7.ply,2.966666667,3.34375,1.0,4.5,1.0,3.5
Chicken_ColorQuantizationDither_3.ply,Chicken_ColorQuantizationDither_4.ply,4.0,3.178571429,2.5,5.0,2.0,5.0
Chicken_ColorQuantizationDither_3.ply,Chicken_ColorQuantizationDither_5.ply,4.0,3.035714286,2.5,5.0,1.5,5.0
Chicken_ColorQuantizationDither_3.ply,Chicken_ColorQuantizationDither_6.ply,4.0,2.464285714,2.5,5.0,1.0,4.5
Chicken_ColorQuantizationDither_3.ply,Chicken_ColorQuantizationDither_7.ply,4.0,2.035714286,2.5,5.0,1.0,3.5
Chicken_ColorQuantizationDither_4.ply,Chicken_ColorQuantizationDither_5.ply,3.178571429,3.035714286,2.0,5.0,1.5,5.0
Chicken_ColorQuantizationDither_4.ply,Chicken_ColorQuantizationDither_6.ply,3.178571429,2.464285714,2.0,5.0,1.0,4.5
Chicken_ColorQuantizationDither_4.ply,Chicken_ColorQuantizationDither_7.ply,3.178571429,2.035714286,2.0,5.0,1.0,3.5
Chicken_ColorQuantizationDither_5.ply,Chicken_ColorQuantizationDither_6.ply,3.035714286,2.464285714,1.5,5.0,1.0,4.5
Chicken_ColorQuantizationDither_5.ply,Chicken_ColorQuantizationDither_7.ply,3.035714286,2.035714286,1.5,5.0,1.0,3.5
Chicken_ColorQuantizationDither_6.ply,Chicken_ColorQuantizationDither_7.ply,2.464285714,2.035714286,1.0,4.5,1.0,3.5
Chicken_QuantizationNoise_1.ply,Chicken_QuantizationNoise_3.ply,3.964285714,3.857142857,2.5,5.0,2.0,5.0
Chicken_QuantizationNoise_1.ply,Chicken_QuantizationNoise_4.ply,3.964285714,3.6,2.5,5.0,1.5,5.0
Chicken_QuantizationNoise_1.ply,Chicken_QuantizationNoise_5.ply,3.964285714,3.633333333,2.5,5.0,1.0,4.5
Chicken_QuantizationNoise_1.ply,Chicken_QuantizationNoise_7.ply,3.964285714,3.166666667,2.5,5.0,1.0,3.5
Chicken_QuantizationNoise_3.ply,Chicken_QuantizationNoise_4.ply,3.857142857,3.6,2.0,5.0,1.5,5.0
Chicken_QuantizationNoise_3.ply,Chicken_QuantizationNoise_5.ply,3.857142857,3.633333333,2.0,5.0,1.0,4.5
Chicken_QuantizationNoise_3.ply,Chicken_QuantizationNoise_7.ply,3.857142857,3.166666667,2.0,5.0,1.0,3.5
Chicken_QuantizationNoise_4.ply,Chicken_QuantizationNoise_5.ply,3.6,3.633333333,1.5,5.0,1.0,4.5
Chicken_QuantizationNoise_4.ply,Chicken_QuantizationNoise_7.ply,3.6,3.166666667,1.5,5.0,1.0,3.5
Chicken_QuantizationNoise_5.ply,Chicken_QuantizationNoise_7.ply,3.633333333,3.166666667,1.0,4.5,1.0,3.5
crabV2_ColorQuantizationDither_3.ply,crabV2_ColorQuantizationDither_4.ply,4.25,3.321428571,2.5,5.0,2.0,5.0
crabV2_ColorQuantizationDither_3.ply,crabV2_ColorQuantizationDither_5.ply,4.25,2.966666667,2.5,5.0,1.5,5.0
crabV2_ColorQuantizationDither_3.ply,crabV2_ColorQuantizationDither_6.ply,4.25,2.285714286,2.5,5.0,1.0,4.5
crabV2_ColorQuantizationDither_3.ply,crabV2_ColorQuantizationDither_7.ply,4.25,2.178571429,2.5,5.0,1.0,3.5
crabV2_ColorQuantizationDither_4.ply,crabV2_ColorQuantizationDither_5.ply,3.321428571,2.966666667,2.0,5.0,1.5,5.0
crabV2_ColorQuantizationDither_4.ply,crabV2_ColorQuantizationDither_6.ply,3.321428571,2.285714286,2.0,5.0,1.0,4.5
crabV2_ColorQuantizationDither_4.ply,crabV2_ColorQuantizationDither_7.ply,3.321428571,2.178571429,2.0,5.0,1.0,3.5
crabV2_ColorQuantizationDither_5.ply,crabV2_ColorQuantizationDither_6.ply,2.966666667,2.285714286,1.5,5.0,1.0,4.5
crabV2_ColorQuantizationDither_5.ply,crabV2_ColorQuantizationDither_7.ply,2.966666667,2.178571429,1.5,5.0,1.0,3.5
crabV2_ColorQuantizationDither_6.ply,crabV2_ColorQuantizationDither_7.ply,2.285714286,2.178571429,1.0,4.5,1.0,3.5
dancer_lossless-geom-nearlossless-attrs_3.ply,dancer_lossless-geom-nearlossless-attrs_4.ply,4.892857143,4.666666667,2.5,5.0,2.0,5.0
dancer_lossless-geom-nearlossless-attrs_3.ply,dancer_lossless-geom-nearlossless-attrs_5.ply,4.892857143,3.714285714,2.5,5.0,1.5,5.0
dancer_lossless-geom-nearlossless-attrs_3.ply,dancer_lossless-geom-nearlossless-attrs_6.ply,4.892857143,2.785714286,2.5,5.0,1.0,4.5
dancer_lossless-geom-nearlossless-attrs_3.ply,dancer_lossless-geom-nearlossless-attrs_7.ply,4.892857143,1.428571429,2.5,5.0,1.0,3.5
dancer_lossless-geom-nearlossless-attrs_4.ply,dancer_lossless-geom-nearlossless-attrs_5.ply,4.666666667,3.714285714,2.0,5.0,1.5,5.0
dancer_lossless-geom-nearlossless-attrs_4.ply,dancer_lossless-geom-nearlossless-attrs_6.ply,4.666666667,2.785714286,2.0,5.0,1.0,4.5
dancer_lossless-geom-nearlossless-attrs_4.ply,dancer_lossless-geom-nearlossless-attrs_7.ply,4.666666667,1.428571429,2.0,5.0,1.0,3.5
dancer_lossless-geom-nearlossless-attrs_5.ply,dancer_lossless-geom-nearlossless-attrs_6.ply,3.714285714,2.785714286,1.5,5.0,1.0,4.5
dancer_lossless-geom-nearlossless-attrs_5.ply,dancer_lossless-geom-nearlossless-attrs_7.ply,3.714285714,1.428571429,1.5,5.0,1.0,3.5
dancer_lossless-geom-nearlossless-attrs_6.ply,dancer_lossless-geom-nearlossless-attrs_7.ply,2.785714286,1.428571429,1.0,4.5,1.0,3.5
dancer_losslessG-limitlossyA_3.ply,dancer_losslessG-limitlossyA_4.ply,4.892857143,4.464285714,2.5,5.0,2.0,5.0
dancer_losslessG-limitlossyA_3.ply,dancer_losslessG-limitlossyA_5.ply,4.892857143,3.928571429,2.5,5.0,1.5,5.0
dancer_losslessG-limitlossyA_3.ply,dancer_losslessG-limitlossyA_6.ply,4.892857143,3.366666667,2.5,5.0,1.0,4.5
dancer_losslessG-limitlossyA_3.ply,dancer_losslessG-limitlossyA_7.ply,4.892857143,3.0,2.5,5.0,1.0,3.5
dancer_losslessG-limitlossyA_4.ply,dancer_losslessG-limitlossyA_5.ply,4.464285714,3.928571429,2.0,5.0,1.5,5.0
dancer_losslessG-limitlossyA_4.ply,dancer_losslessG-limitlossyA_6.ply,4.464285714,3.366666667,2.0,5.0,1.0,4.5
dancer_losslessG-limitlossyA_4.ply,dancer_losslessG-limitlossyA_7.ply,4.464285714,3.0,2.0,5.0,1.0,3.5
dancer_losslessG-limitlossyA_5.ply,dancer_losslessG-limitlossyA_6.ply,3.928571429,3.366666667,1.5,5.0,1.0,4.5
dancer_losslessG-limitlossyA_5.ply,dancer_losslessG-limitlossyA_7.ply,3.928571429,3.0,1.5,5.0,1.0,3.5
dancer_losslessG-limitlossyA_6.ply,dancer_losslessG-limitlossyA_7.ply,3.366666667,3.0,1.0,4.5,1.0,3.5
dancer_QuantizationNoise_1.ply,dancer_QuantizationNoise_3.ply,3.892857143,3.571428571,2.5,5.0,2.0,5.0
dancer_QuantizationNoise_1.ply,dancer_QuantizationNoise_4.ply,3.892857143,3.357142857,2.5,5.0,1.5,5.0
dancer_QuantizationNoise_1.ply,dancer_QuantizationNoise_5.ply,3.892857143,3.3125,2.5,5.0,1.0,4.5
dancer_QuantizationNoise_1.ply,dancer_QuantizationNoise_7.ply,3.892857143,2.933333333,2.5,5.0,1.0,3.5
dancer_QuantizationNoise_3.ply,dancer_QuantizationNoise_4.ply,3.571428571,3.357142857,2.0,5.0,1.5,5.0
dancer_QuantizationNoise_3.ply,dancer_QuantizationNoise_5.ply,3.571428571,3.3125,2.0,5.0,1.0,4.5
dancer_QuantizationNoise_3.ply,dancer_QuantizationNoise_7.ply,3.571428571,2.933333333,2.0,5.0,1.0,3.5
dancer_QuantizationNoise_4.ply,dancer_QuantizationNoise_5.ply,3.357142857,3.3125,1.5,5.0,1.0,4.5
dancer_QuantizationNoise_4.ply,dancer_QuantizationNoise_7.ply,3.357142857,2.933333333,1.5,5.0,1.0,3.5
dancer_QuantizationNoise_5.ply,dancer_QuantizationNoise_7.ply,3.3125,2.933333333,1.0,4.5,1.0,3.5
DobermanPinscher_ContrastDistortion_1.ply,DobermanPinscher_ContrastDistortion_2.ply,3.821428571,3.178571429,2.5,5.0,2.0,5.0
DobermanPinscher_ContrastDistortion_1.ply,DobermanPinscher_ContrastDistortion_3.ply,3.821428571,2.933333333,2.5,5.0,1.5,5.0
DobermanPinscher_ContrastDistortion_1.ply,DobermanPinscher_ContrastDistortion_4.ply,3.821428571,2.666666667,2.5,5.0,1.0,4.5
DobermanPinscher_ContrastDistortion_1.ply,DobermanPinscher_ContrastDistortion_5.ply,3.821428571,2.866666667,2.5,5.0,1.0,3.5
DobermanPinscher_ContrastDistortion_2.ply,DobermanPinscher_ContrastDistortion_3.ply,3.178571429,2.933333333,2.0,5.0,1.5,5.0
DobermanPinscher_ContrastDistortion_2.ply,DobermanPinscher_ContrastDistortion_4.ply,3.178571429,2.666666667,2.0,5.0,1.0,4.5
DobermanPinscher_ContrastDistortion_2.ply,DobermanPinscher_ContrastDistortion_5.ply,3.178571429,2.866666667,2.0,5.0,1.0,3.5
DobermanPinscher_ContrastDistortion_3.ply,DobermanPinscher_ContrastDistortion_4.ply,2.933333333,2.666666667,1.5,5.0,1.0,4.5
DobermanPinscher_ContrastDistortion_3.ply,DobermanPinscher_ContrastDistortion_5.ply,2.933333333,2.866666667,1.5,5.0,1.0,3.5
DobermanPinscher_ContrastDistortion_4.ply,DobermanPinscher_ContrastDistortion_5.ply,2.666666667,2.866666667,1.0,4.5,1.0,3.5
DobermanPinscher_QuantizationNoise_1.ply,DobermanPinscher_QuantizationNoise_3.ply,4.285714286,3.535714286,2.5,5.0,2.0,5.0
DobermanPinscher_QuantizationNoise_1.ply,DobermanPinscher_QuantizationNoise_4.ply,4.285714286,3.785714286,2.5,5.0,1.5,5.0
DobermanPinscher_QuantizationNoise_1.ply,DobermanPinscher_QuantizationNoise_5.ply,4.285714286,3.535714286,2.5,5.0,1.0,4.5
DobermanPinscher_QuantizationNoise_1.ply,DobermanPinscher_QuantizationNoise_7.ply,4.285714286,3.1,2.5,5.0,1.0,3.5
DobermanPinscher_QuantizationNoise_3.ply,DobermanPinscher_QuantizationNoise_4.ply,3.535714286,3.785714286,2.0,5.0,1.5,5.0
DobermanPinscher_QuantizationNoise_3.ply,DobermanPinscher_QuantizationNoise_5.ply,3.535714286,3.535714286,2.0,5.0,1.0,4.5
DobermanPinscher_QuantizationNoise_3.ply,DobermanPinscher_QuantizationNoise_7.ply,3.535714286,3.1,2.0,5.0,1.0,3.5
DobermanPinscher_QuantizationNoise_4.ply,DobermanPinscher_QuantizationNoise_5.ply,3.785714286,3.535714286,1.5,5.0,1.0,4.5
DobermanPinscher_QuantizationNoise_4.ply,DobermanPinscher_QuantizationNoise_7.ply,3.785714286,3.1,1.5,5.0,1.0,3.5
DobermanPinscher_QuantizationNoise_5.ply,DobermanPinscher_QuantizationNoise_7.ply,3.535714286,3.1,1.0,4.5,1.0,3.5
Dolphin_ContrastDistortion_1.ply,Dolphin_ContrastDistortion_2.ply,3.678571429,3.033333333,2.5,5.0,2.0,5.0
Dolphin_ContrastDistortion_1.ply,Dolphin_ContrastDistortion_3.ply,3.678571429,2.321428571,2.5,5.0,1.5,5.0
Dolphin_ContrastDistortion_1.ply,Dolphin_ContrastDistortion_4.ply,3.678571429,2.0,2.5,5.0,1.0,4.5
Dolphin_ContrastDistortion_1.ply,Dolphin_ContrastDistortion_5.ply,3.678571429,1.857142857,2.5,5.0,1.0,3.5
Dolphin_ContrastDistortion_2.ply,Dolphin_ContrastDistortion_3.ply,3.033333333,2.321428571,2.0,5.0,1.5,5.0
Dolphin_ContrastDistortion_2.ply,Dolphin_ContrastDistortion_4.ply,3.033333333,2.0,2.0,5.0,1.0,4.5
Dolphin_ContrastDistortion_2.ply,Dolphin_ContrastDistortion_5.ply,3.033333333,1.857142857,2.0,5.0,1.0,3.5
Dolphin_ContrastDistortion_3.ply,Dolphin_ContrastDistortion_4.ply,2.321428571,2.0,1.5,5.0,1.0,4.5
Dolphin_ContrastDistortion_3.ply,Dolphin_ContrastDistortion_5.ply,2.321428571,1.857142857,1.5,5.0,1.0,3.5
Dolphin_ContrastDistortion_4.ply,Dolphin_ContrastDistortion_5.ply,2.0,1.857142857,1.0,4.5,1.0,3.5
Dolphin_RayleighNoise_1.ply,Dolphin_RayleighNoise_3.ply,4.178571429,3.428571429,2.5,5.0,2.0,5.0
Dolphin_RayleighNoise_1.ply,Dolphin_RayleighNoise_4.ply,4.178571429,3.142857143,2.5,5.0,1.5,5.0
Dolphin_RayleighNoise_1.ply,Dolphin_RayleighNoise_5.ply,4.178571429,2.928571429,2.5,5.0,1.0,4.5
Dolphin_RayleighNoise_1.ply,Dolphin_RayleighNoise_7.ply,4.178571429,2.464285714,2.5,5.0,1.0,3.5
Dolphin_RayleighNoise_3.ply,Dolphin_RayleighNoise_4.ply,3.428571429,3.142857143,2.0,5.0,1.5,5.0
Dolphin_RayleighNoise_3.ply,Dolphin_RayleighNoise_5.ply,3.428571429,2.928571429,2.0,5.0,1.0,4.5
Dolphin_RayleighNoise_3.ply,Dolphin_RayleighNoise_7.ply,3.428571429,2.464285714,2.0,5.0,1.0,3.5
Dolphin_RayleighNoise_4.ply,Dolphin_RayleighNoise_5.ply,3.142857143,2.928571429,1.5,5.0,1.0,4.5
Dolphin_RayleighNoise_4.ply,Dolphin_RayleighNoise_7.ply,3.142857143,2.464285714,1.5,5.0,1.0,3.5
Dolphin_RayleighNoise_5.ply,Dolphin_RayleighNoise_7.ply,2.928571429,2.464285714,1.0,4.5,1.0,3.5
Dragon_LocalRotation_1.ply,Dragon_LocalRotation_2.ply,3.25,3.0625,2.5,5.0,2.0,5.0
Dragon_LocalRotation_1.ply,Dragon_LocalRotation_3.ply,3.25,1.214285714,2.5,5.0,1.5,5.0
Dragon_LocalRotation_1.ply,Dragon_LocalRotation_4.ply,3.25,1.133333333,2.5,5.0,1.0,4.5
Dragon_LocalRotation_1.ply,Dragon_LocalRotation_5.ply,3.25,1.0,2.5,5.0,1.0,3.5
Dragon_LocalRotation_2.ply,Dragon_LocalRotation_3.ply,3.0625,1.214285714,2.0,5.0,1.5,5.0
Dragon_LocalRotation_2.ply,Dragon_LocalRotation_4.ply,3.0625,1.133333333,2.0,5.0,1.0,4.5
Dragon_LocalRotation_2.ply,Dragon_LocalRotation_5.ply,3.0625,1.0,2.0,5.0,1.0,3.5
Dragon_LocalRotation_3.ply,Dragon_LocalRotation_4.ply,1.214285714,1.133333333,1.5,5.0,1.0,4.5
Dragon_LocalRotation_3.ply,Dragon_LocalRotation_5.ply,1.214285714,1.0,1.5,5.0,1.0,3.5
Dragon_LocalRotation_4.ply,Dragon_LocalRotation_5.ply,1.133333333,1.0,1.0,4.5,1.0,3.5
Duck_CorrelatedGaussianNoise_1.ply,Duck_CorrelatedGaussianNoise_2.ply,4.785714286,3.821428571,2.5,5.0,2.0,5.0
Duck_CorrelatedGaussianNoise_1.ply,Duck_CorrelatedGaussianNoise_3.ply,4.785714286,3.53125,2.5,5.0,1.5,5.0
Duck_CorrelatedGaussianNoise_1.ply,Duck_CorrelatedGaussianNoise_4.ply,4.785714286,3.214285714,2.5,5.0,1.0,4.5
Duck_CorrelatedGaussianNoise_1.ply,Duck_CorrelatedGaussianNoise_5.ply,4.785714286,3.125,2.5,5.0,1.0,3.5
Duck_CorrelatedGaussianNoise_2.ply,Duck_CorrelatedGaussianNoise_3.ply,3.821428571,3.53125,2.0,5.0,1.5,5.0
Duck_CorrelatedGaussianNoise_2.ply,Duck_CorrelatedGaussianNoise_4.ply,3.821428571,3.214285714,2.0,5.0,1.0,4.5
Duck_CorrelatedGaussianNoise_2.ply,Duck_CorrelatedGaussianNoise_5.ply,3.821428571,3.125,2.0,5.0,1.0,3.5
